racha_actual,puntaje_estrategia,payout,ret_1m,ret_3m,ret_5m,slope_5m,rv_20,range_norm,bb_z,body_ratio,wick_imbalance,micro_trend_persist,result_bin
-1.0,0.19083553187482943,0.9550000000000001,0.275,-0.1294,0.03236000000000003,0.01836123116689056,0.049067875388665305,0.13677751252530856,-0.7978000000000001,0.275,-0.91945,-0.1,0
2.0,0.2705868308139261,0.95,-0.02079999999999998,0.07200000000000002,0.034880000000000015,0.04014213676359086,0.10976421991013652,0.1750390520387533,-0.9536,0.02079999999999998,-0.9284,0.2,1
2.0,0.2705868308139261,0.95,-0.02079999999999998,0.07200000000000002,0.034880000000000015,0.04014213676359086,0.10976421991013652,0.1750390520387533,-0.9536,0.02079999999999998,-0.9284,0.2,1
-1.0,0.12055025765348899,0.9550000000000001,0.12819999999999993,0.09079999999999998,0.10575999999999997,0.007772673280292246,0.014651562447139055,0.0585785494526124,-0.8905000000000001,0.12819999999999993,-0.942625,-0.1,0
-1.0,0.2315209019881542,0.9550000000000001,0.04939999999999998,0.01819999999999993,0.03067999999999995,0.033645136733352385,0.06304427442112415,0.12850793616132083,-0.9662000000000001,0.04939999999999998,-0.96155,-0.1,1
-1.0,0.22944388169496277,0.9550000000000001,0.04019999999999996,0.00980000000000004,0.021960000000000007,0.033498378087399076,0.06223375649867291,0.1261512180455334,-0.975,0.04019999999999996,-0.96375,-0.1,1
5.0,0.12746650959741646,0.95,0.09019999999999996,0.07060000000000002,0.07844000000000001,0.008321618004513925,0.015936545111157163,0.057091404321425794,-0.9196,0.09019999999999996,-0.8299,0.5,0
-1.0,0.19083553187482943,0.9550000000000001,0.275,-0.1294,0.03236000000000003,0.01836123116689056,0.049067875388665305,0.13677751252530856,-0.7978000000000001,0.275,-0.91945,-0.1,0
3.0,0.06880590613868415,0.95,-0.03519999999999996,0.105,0.04892000000000002,0.0007833193763628914,0.0012280650785000402,0.014996266901126019,-0.9299000000000001,0.03519999999999996,-0.892475,0.3,0
-2.0,0.11548362674570702,0.95,-0.02019999999999996,0.1164,0.061760000000000016,0.013098260710327408,0.0009337356955981813,0.013769337046101641,-0.9317,0.02019999999999996,-0.922925,-0.2,0
1.0,0.11460590613868417,0.95,-0.03519999999999996,0.105,0.04892000000000002,0.013283319376362892,0.0012280650785000402,0.014996266901126019,-0.9299000000000001,0.03519999999999996,-0.952475,0.1,0
1.0,0.11460590613868417,0.95,-0.03519999999999996,0.105,0.04892000000000002,0.013283319376362892,0.0012280650785000402,0.014996266901126019,-0.9299000000000001,0.03519999999999996,-0.952475,0.1,0
-1.0,0.11460590613868417,0.95,-0.03519999999999996,0.105,0.04892000000000002,0.013283319376362892,0.0012280650785000402,0.014996266901126019,-0.9299000000000001,0.03519999999999996,-0.952475,-0.1,0
-2.0,0.11548362674570702,0.95,-0.02019999999999996,0.1164,0.061760000000000016,0.013098260710327408,0.0009337356955981813,0.013769337046101641,-0.9317,0.02019999999999996,-0.922925,-0.2,0
-1.0,0.2612059180830384,0.9550000000000001,0.15680000000000008,0.14780000000000001,0.15140000000000003,0.0384008533595249,0.09486926886735314,0.17949676776590456,-0.8476999999999999,0.15680000000000008,-0.931925,-0.1,0
-3.0,0.26427137835835973,0.9550000000000001,0.14920000000000003,0.14379999999999996,0.14595999999999998,0.03834698142818091,0.094439594454232,0.17821077709646213,-0.8535,0.14920000000000003,-0.873375,-0.3,0
-1.0,0.2600713783583597,0.9550000000000001,0.14920000000000003,0.14379999999999996,0.14595999999999998,0.03834698142818091,0.094439594454232,0.17821077709646213,-0.8535,0.14920000000000003,-0.9333750000000001,-0.1,0
-1.0,0.2612059180830384,0.9550000000000001,0.15680000000000008,0.14780000000000001,0.15140000000000003,0.0384008533595249,0.09486926886735314,0.17949676776590456,-0.8476999999999999,0.15680000000000008,-0.931925,-0.1,0
-2.0,0.26238436310198787,0.9550000000000001,0.1506,0.14459999999999995,0.14699999999999996,0.038356794975371054,0.09451773249637252,0.1784518545065696,-0.8524,0.1506,-0.9031,-0.2,0
-3.0,0.26427137835835973,0.9550000000000001,0.14920000000000003,0.14379999999999996,0.14595999999999998,0.03834698142818091,0.094439594454232,0.17821077709646213,-0.8535,0.14920000000000003,-0.873375,-0.3,0
-2.0,0.3506333867179328,0.9524999999999999,-0.6238,-0.14799999999999996,-0.33832,0.02837648181036255,0.03873784721998119,0.14991933929580642,-0.07485714285714273,0.6238,-0.7087142857142856,-0.2,0
-2.0,0.3506333867179328,0.9524999999999999,-0.6238,-0.14799999999999996,-0.33832,0.02837648181036255,0.03873784721998119,0.14991933929580642,-0.07485714285714273,0.6238,-0.7087142857142856,-0.2,0
-3.0,0.35441523359699884,0.9524999999999999,-0.6274000000000001,-0.1536,-0.34312,0.028450990372426644,0.03902252251626981,0.15110660366397932,-0.0645714285714285,0.6274000000000001,-0.6761428571428572,-0.3,0
-4.0,0.3565152335969988,0.9524999999999999,-0.6274000000000001,-0.1536,-0.34312,0.028450990372426644,0.03902252251626981,0.15110660366397932,-0.0645714285714285,0.6274000000000001,-0.6461428571428571,-0.4,0
-4.0,0.32343344331779844,0.9550000000000001,0.5022,0.28340000000000004,0.37092,0.026108304953258707,0.0965406942561845,0.21873343875175036,-0.42228571428571426,0.5022,-0.7355714285714285,-0.4,1
-2.0,0.31923344331779846,0.9550000000000001,0.5022,0.28340000000000004,0.37092,0.026108304953258707,0.0965406942561845,0.21873343875175036,-0.42228571428571426,0.5022,-0.7955714285714286,-0.2,1
